header,source,link,article_content
"Buy now, pay later vs. credit cards — which one is better for you? The answer may surprise you",Business,/m/49025a83-d365-3466-8d64-97a709df09a1/buy-now-pay-later-vs-credit.html,
"Crypto is like the ‘World of Warcraft’ economy and legitimizing it with regulations would hurt the financial system, says economist",World,/news/crypto-world-warcraft-economy-legitimizing-204617827.html,"In the wake the FTX collapse, calls to regulate crypto have increased among U.S. lawmakers. But doing so would confer legitimacy to the crypto industry, a prominent economist argued this week, and that in turn could lead to more widespread economic damage.Stephen Cecchetti, an economist and professor at Brandeis International Business School, pointed to the economy within World of Warcraft, an online video game with millions of players.""The strongest argument, I think, against regulation is about conferring legitimacy,"" he said at a crypto debate hosted by the Brookings Institution.""I think of a lot of this stuff as being like a video game, and so if I look at an analog, the World of Warcraft has 120 million players, and it has an economy inside of it,” he continued. “Fortunately, no federal financial regulator has responsibility for overseeing the World of Warcraft. And while there's money involved, I don't think any of us would call on them to supervise online massive multiplayer games. Like the World of Warcraft, crypto, in my view, does nothing to support the real economy, so legitimizing it is simply going to drain creative resources from productive activities.""Crypto regulationsCreating regulations specifically for crypto, he argued, would affect how banks approach the sector.“Legitimizing crypto is going to encourage banks to purchase crypto assets directly and to lend against them as collateral,” he said. “Imagine where we would be if leveraged financial intermediaries had been holding crypto in November of 2021 before the plunge in value.”Cryptocurrencies have fallen dramatically in value since late last year. Bitcoin, the largest cryptocurrency, has shed more than 60% of its value this year.If “virtually all of the transactions in the crypto world remain inside of the crypto world without links to the real economy,"" Cecchetti said, then it “would be as if this stuff was going on on Mars, and it would leave the traditional financial system unaffected. That should be our goal.”Story continuesAs for the misbehavior in the industry—the “defining feature of the crypto world,” in his view—prosecutors can address it by “enforcing existing laws aggressively, and, where appropriate, going after the celebrities that are promoting this stuff,” he said.FTX founder Sam Bankman-Fried has been charged with eight criminal counts, including two counts of wire fraud and six counts of conspiracy related to securities and commodities fraud, money laundering, and violations of campaign finance laws.'Let crypto burn'Calls for greater regulation have gained steam in recent weeks following FTX's epic collapse.Last weekend, Sen. Sherrod Brown, chair of the Senate banking committee, called for more regulation, and left open the possibility of banning crypto, though he acknowledged it would be “very difficult because it will go offshore and who knows how that will work.”In a statement following the arrest of Bankman-Fried in the Bahamas, Brown said, “Things that look and behave like securities, commodities, or banking products need to be regulated and supervised by the responsible agencies who serve consumers…Crypto doesn’t get a free pass because it’s bright and shiny.”Cecchetti believes a good approach would be to “let crypto burn,” as he and Kim Schoenholtz, a professor at NYU’s Stern School of Business, wrote in a recent Financial Times column.“In the aftermath of the collapse of FTX, authorities should resist the urge to create a parallel legal and regulatory framework for the crypto industry,” they wrote. “It is far better to do nothing, and just let crypto burn.”Actively intervening, they added, would “provide an official seal of approval to a system that currently poses no threat to financial stability and would lead to calls for public bailouts when crypto inevitably erupts again.”This story was originally featured on Fortune.comMore from Fortune: People who skipped their COVID vaccine are at higher risk of traffic incidentsElon Musk says getting booed by Dave Chapelle fans 'was a first for me in real life' suggesting he's aware of building backlashGen Z and young millennials have found a new way to afford luxury handbags and watches—living with mom and dadMeghan Markle’s real sin that the British public can’t forgive–and Americans can’t understand"
"10 ways American finances actually improved in 2022, despite high interest rates and a slump in stocks",Business,/m/13aab4ed-1c70-3460-b1ba-9909d49aee0c/10-ways-american-finances.html,
Retirement Basics: Thrift Savings vs. 401(k) Plans,Business,/news/thrift-savings-plans-vs-401-210020862.html,"Thrift savings plans (TSPs) and 401(k) accounts are two vehicles used to save and invest for retirement. Both operate similarly in many ways, including tax advantages, caps on contributions and requirements for minimum withdrawals in retirement. However, TSPs are only available to federal government employees, while 401(k) plans are only available to employees of private-sector companies. Beyond that, TSPs and 401(k)s have some other differences including availability, costs and matching contributions. Consider working with a financial advisor as you create a retirement savings plan.Retirement Plan BasicsTax advantages are a key feature of both TSPs and 401(k)s. Employees can contribute part of their paychecks pre-tax, giving them a deduction in the current year. This allows them to grow account balances without paying taxes. They also have the potential opportunity to withdraw funds at lower tax rates in retirement.Post-tax varieties of both TSP and 401(k) plans let savers pay taxes on contributions now in exchange for the chance to withdraw them and any earnings later at lower tax rates. The post-tax versions of these plans are called Roth 401(k) plans and Roth TSPs.Both TSP and 401(k) plans have annual limits on contributions. The IRS adjusts these limits upward every couple of years. For 2021, the limit is $19,500 for most contributors. In 2022, that limit jumps to $20,500.The plans also share similarities when it comes to withdrawals. Beginning at age 70.5, both TSP and 401(k) plan savers have to start taking required minimum distributions and paying any taxes due.Beyond these similarities, there are differences, such as with vesting. Some private-sector 401(k) plans vest employees with 100% ownership of employer contributions immediately. Others may take up to six years. TSP employer matches are vested immediately, and the automatic employer contributions are vested in two to three years. The employees’ contributions are vested immediately with both types of plans.Story continuesTSP Pros and ConsThe major limitation of TSPs is that participants must be employees of the U.S. federal government. This includes part-time and full-time employees of the civilian branches, as well as military service members. One of the pluses of TSPs is the very low fee structure. TSP annual fees are typically about 0.05% of the money in the account.On the downside, TSP plans offer limited investment choices. Participants can direct their money toward any of 10 funds, including four target-date funds and six that invest in sectors ranging from government bonds to international equities.One of the major pluses of TSPs is that federal employees are automatically enrolled in the plan. They don’t have to choose an option to participate, although they still must choose how much of their pay to contribute.Even if employees don’t choose to contribute money deducted from their paychecks, the federal employer automatically puts an amount equal to 1% of each employee’s pay into the account. These contributions aren’t deducted from employee pay.In addition, the employer will match employee contributions up to 5% of the employee’s salary. This amount is higher than most private-sector 401(k) plans, some of which don’t match employee contributions at all.TSP funds can be moved to an IRA or similar retirement plan if the employee has one. Similarly, funds can be moved from an IRA or other plan to the TSP.401(k) Pros and ConsSince most people don’t work for the federal government, the fact that 401(k)s are open to private-sector employees is a major benefit. As a significant limitation, however, not all employers offer 401(k) plans. Employees whose employers don’t offer 401(k) plans can’t have them. Also, while 401(k) plans are tightly regulated and most plans are similar, employers can make significant decisions about how their plans are implemented. This means that, unlike the TSP, which is open to all federal employees, 401(k) plans can differ widely in their features. Some are better than others.For instance, employees are not automatically enrolled in all 401(k) plans. It’s up to the employer whether the 401(k) will have automatic enrollment, and most choose not to make enrollment automatic. Without automatic enrollment, many employees who could benefit from the plans do not participate.Also, not all employers match employee contributions. Those that do generally match less than the 5% that is standard for TSP participants. And there is no automatic 1% employer contribution with a 401(k).One of the benefits of many 401(k) plans, especially for retirement savers who want more control of their investment portfolios, is the opportunity to choose from a wider section of investments. While a typical 401(k) will have a similarly limited number of investment choices as the TSP, consisting of a handful of mutual funds, some will allow participants much greater latitude, even including the ability to purchase individual stocks and bonds.Finally, 401(k) plans generally have significantly higher fees than the TSP. Private sector 401(k) plans charge administrative fees on top of the fees charged by mutual fund companies. These can run as high as 1.5%, which is enough to have a significant impact on a fund balance over time.Bottom LineTSPs and 401(k) plans are alike in giving employees tax advantages over other approaches to saving for retirement. For federal employees, TSPs’ automatic contributions, higher employer matches and low fees probably make them a superior choice. For people who don’t work for the federal government, 401(k) plans are still a good choice for retirement savings and can be central parts of individual financial strategies.Tips on Estate PlanningSelecting the type of retirement account that is best for you is an important but challenging part of estate planning. A financial advisor can help evaluate factors that go into this decision. Finding a qualified financial advisor doesn’t have to be hard. SmartAsset’s free tool matches you with up to three financial advisors in your area, and you can interview your advisor matches at no cost to decide which one is right for you. If you’re ready to find an advisor, get started now.Inheritance laws and estate taxes differ by state. SmartAsset’s estate planning guide will be a source of help to you when planning your own estate.Knowing how much you will have when you retire is a key component of estate planning. A free retirement calculator can give you a good estimate of what your financial resources will be when you retire.Photo credit: ©iStock.com/DNY59"
Investors Might Find Better Returns Abroad In 2023. Here’s Why.,Business,/m/e5590009-424b-354e-9fef-23bee75f4324/investors-might-find-better.html,
Israel regulator awards licence to investors to set up new digital bank,Business,/news/israel-regulator-awards-licence-investors-113726999.html,"JERUSALEM (Reuters) - Israel's banking regulator on Sunday approved a conditional licence and control permit to a group of entrepreneurs to establish a new online bank, the second addition to the highly concentrated banking sector in three years.The Bank of Israel said its banking supervision department had completed the inspection process for the new institution named Esh Bank Israel.The approvals, it said, will allow the founders to move forward and complete the mechanical, operational and regulatory preparations required for the start of the bank's activities.These include completing the development and testing phases of new technology and hiring a management team and bank staff.It will take about a year and a half to get the bank up and running, the central bank said.""We have a long way to go,"" said Shmuel Hauser, the chairman of Esh, adding the bank would offer attractive interest rates and banking services without commissions.Last January, One Zero Digital Bank received final regulatory approval for a full banking licence, becoming the first new Israeli bank in 43 years.Israel's banking system is highly concentrated and run by a handful of banks, with the two largest controlling more than half the assets in the sector.""We see great importance in the entry of banks and additional new players into the banking system in Israel, so that they contribute to increasing competition and innovation in the financial system,"" said Bank of Israel Governor Amir Yaron.(Reporting by Steven Scheer; Editing by Andrew Cawthorne)"
Elon Musk Says Twitter Is Getting Better Financially,Business,/m/1d120239-61ce-3fe5-be65-8ae85cc375bb/elon-musk-says-twitter-is.html,
Declining mortgage rates offer some buyers a sliver of hope as they face the 'insurmountable wall' of still-high prices and surging interest rates,Business,/news/declining-mortgage-rates-offer-buyers-140000218.html,"Declining mortgage rates offer some buyers a sliver of hope as they face the 'insurmountable wall' of still-high prices and surging interest ratesAs winter sets in, temperatures are dropping — and so are mortgage rates. But even with that cooling effect, rates remain more than double last year’s.And it’s causing buyers and sellers alike to hesitate before pulling the trigger on a move.“Today’s mortgage rates are keeping homebuyers and sellers in a defensive stance,” says George Ratiu, manager of economic research at Realtor.com.Ratiu notes that the monthly mortgage payment for a median-priced home is $2,000 — a whopping 64% jump from a year ago.“First-time homebuyers are struggling with high consumer prices, property values and interest rates, which are pushing savings rates to very low levels and delaying their ability to gather a sufficient down payment,” he says.“At the same time, current homeowners looking for their next home are finding that the prospect of higher prices and, in many cases, double or triple their current interest rate, are causing them to rethink their decision to move.”Don't missAmericans are paying nearly 40% more on home insurance compared to 12 years ago — here's how to spend less on peace of mindUBS says 61% of millionaire collectors allocate up to 30% of their overall portfolio to this exclusive asset classYou could be the landlord of Walmart, Whole Foods and Kroger (and collect fat grocery store-anchored income on a quarterly basis)30-year fixed-rate mortgagesThe average 30-year fixed-rate is 6.27%, slightly down from last week when the rate was at 6.31%, Freddie Mac reported Thursday.At this time a year ago, the 30-year home loan was only 3.05%.“Rates have declined significantly over the past six weeks, which is helpful for potential homebuyers, but new data indicates homeowners are hesitant to list their homes,” says Sam Khater, Freddie Mac’s chief economist.“Many of those homeowners are carefully weighing their options as more than two-thirds of current homeowners have a fixed mortgage rate of below 4%.”15-year fixed-rate mortgagesThe average 15-year fixed rate actually increased to 5.69%, compared to the previous week’s rate of 5.54%. Last year, the rate was at 2.30%.Story continuesExisting home sales plunged 37% in November from January’s high, “as buyers were confronted with the insurmountable wall of still-high housing costs and surging interest rates,” writes Ratiu.“November’s unseasonably warm weather across large swaths of the country, combined with mortgage rates which dropped from a peak of 7.08% early in the month to around 6.6% by the end, may have offered a reprieve to home shoppers looking for the right opportunity.”“However, even as listing prices continued their retreat from the summer’s record-highs, affordability remained a central challenge for November buyers,” he says.Read more: 4 easy alternatives to grow your hard-earned cash without the shaky stock marketConsumer confidence rises — but Americans still unlikely to buyAmericans are now more confident in the economy, due to slowing inflation and an excellent November jobs report, according to recent data from The Conference Board, a nonprofit business think tank.The group’s survey revealed consumer confidence in the U.S. hit an eight-month high in December, but demand for big purchases like homes has dropped.“Vacation intentions improved but plans to purchase homes and big-ticket appliances cooled further,” says Lynn Franco, senior director of economic indicators at The Conference Board.“This shift in consumers’ preference from big-ticket items to services will continue in 2023, as will headwinds from inflation and interest rate hikes.”Mortgage applications rise for a second weekMortgage applications increased 0.9% from the previous week, according to the Mortgage Bankers Association (MBA).“This is a particularly slow time of year for homebuying, so it is not surprising that purchase applications did not move much in response to lower mortgage rates,” says Mike Fratantoni, senior vice president and chief economist at the MBA.However, refinance activity surged by 6% as homeowners sought out savings on their monthly payments with lower mortgage rates.“The latest data on the housing market show that homebuilders are pulling back the pace of new construction in response to low levels of traffic, and we expect this weakness in demand will persist in 2023, as the U.S. is likely to enter a recession,” says Fratantoni.“However, if mortgage rates continue to trend down, as we are forecasting, more buyers are likely to return to the market later in the year, as affordability improves with both lower rates and slower home-price growth.”What to read next'Hold onto your money': Jeff Bezos says you might want to rethink buying a 'new automobile, refrigerator, or whatever' — here are 3 better recession-proof buysWant to invest your spare change but don't know where to start? Try this investing app before Dec. 31 and get paid $20'Here are 3 easy money moves to give your bank account a boost todayThis article provides information only and should not be construed as advice. It is provided without warranty of any kind."
These money and investing tips can help give your portfolio a holiday makeover,Business,/m/1d48ca10-1fde-3b0c-8694-67af773b042a/these-money-and-investing.html,
Santa's Crypto 'Naughty' List 2022,Business,/news/santas-crypto-naughty-list-2022-164458098.html,"The cryptocurrency industry has seen more than its fair share of controversy, fraud, and questionable decisions this year. From the downfall of the ambitious Terra blockchain helmed by tall-talking Do Kwon to its domino effect on now-bankrupt firms and the stunning collapse of FTX, a new crop of controversial figures emerged—and they’re on Santa’s naughty list. Sam Bankman-FriedOnce a mainstream media darling, former FTX CEO Sam Bankman-Fried turned from hero to villain when FTX collapsed this year. FTX’s bankruptcy and the subsequent unraveling of SBF's “effective altruism” routine, allegations of fraud and misusing customer funds, secret political donations, and reports of a racy Bahamas “polycule” land SBF at the top of Decrypt’s naughty list. (As the biggest newsmaker of the year by far, he's also our Person of the Year.)Just months before FTX’s bankruptcy, SBF had positioned himself as a crypto savior of sorts, offering to bail out companies like Voyager Digital and BlockFi, which had become insolvent due to exposure to Do Kwon’s Terra—which itself collapsed in May. FTX Founder Sam Bankman-Fried Arrested in BahamasSBF had said he had billions to spare—but all that money quickly vanished when FTX experienced a bank run following revelations that its sister company, Alameda Research, was essentially broke. Alameda, as it turned out, mostly held illiquid tokens on its balance sheet, and much of that was in FTT—FTX’s own token.As reports began to surface about SBF allegedly misusing customer funds and funneling assets through Alameda, SBF revealed that he was never the regulation-friendly corporate Democrat he had positioned himself to be. In reality, SBF made an equal amount of “dark” donations to the Republican party, and admitted to a Vox reporter that his interest in “effective altruism” was largely a sham. Caroline EllisonCaroline Ellison is the former CEO of Alameda Research, FTX’s sister company which has been accused of mishandling FTX customer funds to participate in high-risk leveraged trades in the billions of dollars. In addition to her high-risk trades, a Tumblr blog linked to Ellison also suggests an interest in Nazi-adjacent philosophies such as race science. The account also advocated for “imperial Chinese harem” polyamory and sported the username “Fake Charity Nerd Girl.” Story continuesTumblr Blog Linked to Ex-Alameda CEO Explored Race Science, ‘Imperial Chinese Harem’ PolyamoryDo KwonDo Kwon is the CEO of Terraform Labs and founder of the Terra blockchain and its failed algorithmic stablecoin TerraUSD, or UST, which destabilized from its peg in May of this year, causing the prices of both UST and LUNA to crash. This was a major economic shock to the crypto industry, and third party exposure to Terraform Labs, UST, and LUNA created a ripple effect and sent BlockFi, Voyager Digital, Three Arrows Capital, and other firms into deep financial trouble. But not only was Kwon the CEO behind the now-collapsed project and its associated tokens, but he was also well-known for his overconfident attitude on Crypto Twitter. He later said that he developed the persona for “entertainment value” and regretted “shitposting” so much on the social media platform. Now, Kwon is on Interpol’s Red Notice list, no longer allowed to have a South Korean passport, and is facing a $57 million class-action lawsuit in Singapore, among other concerns. His current location remains unknown, though he denies being “on the run” from authorities. Terra Co-Founder Do Kwon: I Am Not 'On the Run'Elon MuskOh, Elon. The Tesla, SpaceX, and Boring Company CEO also became (reluctantly) the CEO of Twitter this year. After trying to back out from a $44 billion acquisition deal, Musk bought Twitter and immediately shook things up—dramatically. He began firing the majority of Twitter’s workforce, put Twitter’s crypto products on hold, told employees to become “extremely hardcore” or leave, eliminated employee benefits, and started putting beds inside Twitter’s headquarters. While he’s yet to solve Twitter’s persistent bot problem, he did allow anyone to buy a blue checkmark for a few days—causing advertisers to pull out en masse and major confusion as seemingly “verified” users impersonated brands. Are Elon Musk’s Crypto Plans for Twitter Changing?And when it comes to crypto, Musk has paper hands. Tesla sold 75% of its Bitcoin in July this year because it said “Bitcoin impairment” affected the company’s overall profitability. Tesla dumped roughly $936 million of Bitcoin back onto the market despite Musk’s promise in 2021 that Tesla would not sell “any Bitcoin” that it owned.Jesse Powell While Jesse Powell’s San Francisco-based crypto exchange Kraken remains afloat, Powell hasn’t exactly played the “nice guy” this year. He announced that he’s stepping back from his CEO role. And Kraken has faced multiple waves of staff layoffs despite the company asserting back in June that it was going to have a “global hiring push,” had not changed its “hiring plan” and would not layoff staff, instead claiming it still had “over 500 roles to fill” in 2022. Powell has also taken issue with anyone who wishes to discuss “pronouns,” called American women “brainwashed,” and previously said that the N-word, in his view, wasn’t a slur if used affectionately. Yikes.Changpeng “CZ” Zhao Binance CEO Changpeng “CZ” Zhao makes our ""Naughty"" and our “Nice” list this year, largely for the same reason: the tweet that brought down FTX (whether CZ chooses to see it this way or not).Some quick background: As an early investor in FTX, Binance gained a large share of FTT tokens—5% of the entire supply—when FTX bought out Binance’s equity in the company last year.When it came out that most of the assets on Alameda’s balance sheet were FTT tokens, CZ tweeted that he planned to begin selling off Binance’s holdings of FTT, ""due to recent revelations that have came to light."" That tweet evidently inspired other FTT holders to follow suit, and the selloff collapsed the price of the token. This, in turn, led to a bank run on FTX, and the liquidity crunch then quickly forced the exchange to shut down and subsequently file for bankruptcy.FTX’s Sam Bankman-Fried Was a ‘Master Manipulator,’ Says Binance CEO CZZhao rejects the idea that his tweets may have led to or accelerated FTX’s bankruptcy, writing in December that “no healthy business can be destroyed by a tweet.” That may be true, but there’s no denying what CZ’s tweet did for market sentiment.And while there’s an argument to be made that helping to expose the FTX fraud for what it was is a net positive for crypto long-term (which is why CZ also makes the “Nice” list), FTX customers who still have funds trapped on the exchange probably wish things had worked out differently.Avraham Eisenberg, Mango Markets hackerWhat’s a crypto naughty list without hackers? In October, the Solana DeFi platform Mango Markets suffered a massive $100 million hack. Mango Markets said that the attack occurred through price manipulation of an oracle. The platform’s liquidity was drained, and it had to halt deposits. Thankfully, some of the funds were eventually recovered.Avraham Eisenberg later identified himself as a part of the team that hacked the protocol, behavior he said was legal. He later tried another exploit on the Aave protocol, but failed and lost millions.BNB bridge hacker Binance’s Smart Chain Bridge was hacked for a staggering $570 million in October. But Binance CEO Changpeng “CZ” Zhao said that nearly 90% of the swiped tokens were successfully frozen on the blockchain, and the Binance Smart Chain was brought to a halt. Shortly after, Binance burned roughly 2 billion BNB tokens in its 21st quarterly token burn, a move which helped make up for the losses incurred as a result of the hack.Binance 'Narrowing Down' Identity of $570M Smart Chain Bridge AttackerLazarus It should go without saying that any group of North Korean crypto hackers easily qualify for Santa’s naughty list. Lazarus is a North Korea-backed hacker group that has attacked crypto firms in Japan and was blamed for the massive $622 million Ronin bridge hack earlier this year. It’s also been accused of being behind the $100 million Harmony Protocol hack.What’s their strategy? The group often uses phishing scams, posing as companies or other entities with links and attachments that contain malware. In fact, Lazarus was so destructive this year that the U.S. government said Lazarus’ repeated use of Tornado Cash was a main reason that the Treasury Department sanctioned the privacy mixing protocol this year.""Monkey Drainer""All your Apes gone? It might have been the notorious “Monkey Drainer” hacker. The NFT “drainer” tool has netted thieves an estimated $4.3 million or more this year. While Monkey Drainer is likely one person—as blockchain examiner ZachXBT previously told Decrypt—its creator is also likely selling their malware drainer tool as a service to other aspiring attackers, with its creator taking a percentage of the ill-gotten gains. Pixelmon founder “Syberer”Would you pay $8,000 for an ugly stock rendering of a pixelated creature? Neither would we. But back in February, the NFT market saw unprecedented speculation—and collections launched at sky-high prices left and right. The Pixelmon Ethereum NFTs were designed to be characters for an upcoming Pokemon-esque Web3 game. At a pricy 3 ETH mint ($8,100 at the time), expectations were high. When the NFT artwork was revealed, holders felt cheated by the low quality of the assets, and the collection became the laughing stock of Crypto Twitter for weeks. $70 Million Later, Pixelmon's Founder Calls Artwork Reveal 'Horrible Mistake'But one particular Pixelmon—a green, Frankenstein-like creature—became an internet sensation precisely because he was so ugly. Crypto Twitter named him Kevin. Kevin’s shockingly ugly mug inspired NFT degens the world over to spawn derivative collections using his name and visage. Pixelmon founder Syberer, also known as Syber, admitted the first round of NFT artwork—which garnered them $70 million—was a “horrible mistake.” The project took months to revamp the collection’s artwork and improve upon the original designs, which were partly derived from stock models. It also got a new CEO. Either way, Pixelmon’s hilariously painful $70 million debut definitely qualifies the NFT collection for this year’s naughty list. "
Wall Street Nailed Earnings but Missed the Bear Market,Business,/m/4eb525ff-259b-3128-b0d8-3c2092c45dac/wall-street-nailed-earnings.html,
The FTX Trade That’s Tempting Oaktree and Baupost: Credit Weekly,Business,/news/ftx-trade-tempting-oaktree-baupost-210000381.html,"(Bloomberg) -- Editor’s Note: Welcome to Credit Weekly, where Bloomberg’s global team of reporters will catch you up on the hottest stories of the past week while also offering you a peek into what to expect in credit markets for the days ahead.Most Read from BloombergElon Musk Warns Against Margin Debt on Risk of Market ‘Mass Panic’Power Outages, Flight Delays as US Storm Leaves Trail of ChaosChina Estimates Covid Surge Is Infecting 37 Million People a DayEastern US Power Grid Orders Cuts Amid System-Wide EmergencyAlameda’s Former CEO Ellison Said She, Bankman-Fried Misled FTX LendersIt will be months, if not years, before FTX’s customers know how much they’ll get back from the failed crypto exchange. But as Bloomberg’s Justina Lee and Rachel Butt reported this week, some of the world’s savviest distressed debt investors are already looking to make a play.For such firms, which profit by picking through the ruins of failed companies, bankruptcies this size don’t come around often. That helps to explain why the likes of Baupost Group and Oaktree Capital Management have inquired about buying claims of customers with assets stuck on the exchange. (Both firms declined to comment to Bloomberg News.)The calculus behind any ultimate bets is tricky. First, customers would need to become desperate enough to accept a fraction of what they’re owed — via a transaction known as a claims trade — in return for getting some cash now.The initial numbers weren’t promising. Restructuring professionals tasked with overseeing the FTX cleanup, led by one-time Enron liquidator John J. Ray III, tallied up $7.9 billion of liabilities owed by the main units of Sam Bankman-Fried’s crypto empire. That compares with more than $1 billion of digital assets turned up so far, and about $1.2 billion of cash. A lawyer representing FTX’s estate told a judge last month that a substantial amount of the firm’s assets “ have either been stolen or are missing.”Story continuesIf the missing assets don’t turn up, prospective claims buyers will be weighing the odds that FTX’s caretakers can find them elsewhere. FTX has already hinted at clawing back donations to political groups, and there may be assets to recover in the Bahamas. FTX caretakers are also trying to get their hands on $440 million of Robinhood Markets Inc. shares tied to Bankman-Fried’s former trading house, Alameda Research.Claims traders will also need to assess whether the value of customers’ crypto assets can rebound. At less than $17,000, Bitcoin still trades substantially below its $50,000 level of a year ago, but also well above its sub-$10,000 levels in the pre-pandemic era.Japan ShockerThe Bank of Japan jolted the nation’s debt markets this week when it raised its cap on 10-year bond yields. The move rekindled worries that a broader policy shift by the BOJ — the last holdout in a world of inflation-fighting central banks — will cause bigger disruptions.As Bloomberg’s Ayai Tomisawa wrote, one key measure that investors will be watching is the cost of hedging against losses on the yen. Amid a surging dollar, those hedging costs jumped in the past year. That, along with plunging bond prices in the US and Europe, prompted Japanese investors to pull back from buying debt in overseas markets.This was a big deal for some of the world’s largest fixed income markets, including US corporate bonds, because Japanese investors were a significant part of the buyer base. Many investors are now looking for an opportunity to chase yields overseas again once hedging costs ease.China DevelopersChina stepped up support for its debt-laden property sector, with its central bank saying it will guide financial institutions to support mergers and acquisitions in the industry and help defuse risks and improve financial conditions of top-tier developers. China’s securities regulator also said it will allow qualified developers to secure a backdoor listing via listed peers. Beijing’s policy bazooka has fueled an advance in the bonds and shares of developers, although there are signs the rally is faltering.Meanwhile, a key domestic unit of Country Garden Holdings Co., China’s top developer by sales, plans to sell as much as 1 billion yuan ($143 million) of three-year onshore bonds and was expected to start building orders on Thursday. It’s the latest bond issuance under a state-guarantee program that first emerged in August.Elsewhere:Kazakh financial firms have been scooping up Russian government debt at a steep discount from investors unable to exit the market because of sanctions and other restrictions imposed after the invasion of Ukraine, people familiar with the matter told Bloomberg NewsGoldman Sachs is in discussions with investors about selling around $4 billion of subordinated debt that lenders backing the buyout of Citrix Systems have held for months, according to people with knowledge of the matter. The timing of the transaction is dependent on the release of new audited financials, which aren’t expected until the new year, said the people.So-called negative carry in closed-end municipal bond funds, driven by the sharp increase in short-term bond yields, is putting funds at risk of more dividend cutsPrivate equity firms are getting a preview of what 2023 has in store for them. First, CD&R had to scale back its deal for the purchase of Atalian, a French services business. Then, BC Partners announced it was handing over the keys of Spanish bridewear maker Pronovias to lenders led by BainA group of lenders to Vista Equity Partners’ Finastra Group Holdings Ltd. have retained financial and legal advisers as the financial software company faces more than $4 billion of debt maturities in 2024. The lenders are working with PJT Partners and Gibson Dunn & Crutcher--With assistance from Wei Zhou, Rachel Butt, Justina Lee, Steven Church, Jeremy Hill, Ayai Tomisawa, Luca Casiraghi, Hannah Benjamin-Cook, Dana El Baltaji and Andrew Monahan.Most Read from Bloomberg BusinessweekThe Chatbots Are Coming for GoogleApple Investors’ Loyalty Is Rewarded With a $454 Billion GiftDrugmakers Are Testing Ways to Stop Alzheimer’s Before It StartsThe Two-Word Mantra That Changed Bank of America’s Risk CultureThe Federal Reserve Doesn’t Care About Your Misery©2022 Bloomberg L.P."
Stock Selloff Hits Life Insurers’ Fastest-Growing Product,Business,/m/e6907f5e-0b2d-3870-be85-3937accdb183/stock-selloff-hits-life.html,
"ECB must be ready to take the heat and raise rates more, Schnabel says",Business,/news/ecbs-schnabel-sees-little-risk-073849515.html,"FRANKFURT (Reuters) - European Central Bank policymaker Isabel Schnabel sees little risk of raising borrowing costs too far at present given that interest rates are still very low after they are adjusted for inflation, she said in an interview published on Saturday.""The danger of overreacting continues to be limited, as real interest rates are still very low,"" Schnabel told German newspaper Frankfurter Allgemeine Zeitung.(Reporting By Francesco Canepa; editing by Philippa Fletcher)"
